category,subcategory,source,content,token_length,revision_id,permanent_link,content_id
Climate and Environment,"Climate, Energy and Environment","Minister for Climate, Energy and the Environment","The Minister for Climate, Energy and the Environment (Irish: An tAire Aeráide, Fuinnimh agus Comhshaoil) is a senior minister in the Government of Ireland and leads the Department of Climate, Energy and the Environment.
The Minister for Climate, Energy and the Environment since January 2025 is Darragh O'Brien, TD. He is also the Minister for Transport.
He is assisted by two Ministers of State:

Alan Dillon, TD – Minister of State for the circular economy.
Timmy Dooley, TD – Minister of State for the marine

List of office-holders
Notes

See also
Minister for Housing, Local Government and Heritage (responsible for the Environment until 2016)
Irish Land Commission

References
External links
Official website",112,1294399012,https://en.wikipedia.org/w/index.php?title=Minister_for_Climate%2C_Energy_and_the_Environment&oldid=1294399012,52c284fbbb39
Climate and Environment,"Climate, Energy and Environment","Department of Energy, Environment and Climate Action","The Department of Energy, Environment and Climate Action (DEECA) is a government department in Victoria, Australia. It is responsible for various matters related to the environment, energy and climate change.
The department was renamed from the Department of Environment, Land, Water and Planning on 1 January 2023. It was created in the aftermath of the 2022 state election, with Premier Daniel Andrews announcing that several portfolios would be changing. Responsibilities such as urban planning were ceded to the new Department of Transport and Planning, while other responsibilities from other agencies such as agriculture, resources and energy programs were transferred from the Department of Jobs, Precincts and Regions to the DEECA.

Ministers
As of October 2023, the DEECA supports four ministers in the following portfolio areas:

Responsibilities
DEECA has responsibility for the following policy areas:

Environment
Energy
Wildlife
Heritage
Climate change
Waste and resource recovery
Mining and resources
Agriculture
Marine and coasts
Water and catchments
Forest Fire Management Victoria (an agency for Bush firefighting)
Reestablishment of the State Electricity Commission of Victoria

References
External links
Department of Energy, Environment and Climate Action",181,1234841356,https://en.wikipedia.org/w/index.php?title=Department_of_Energy%2C_Environment_and_Climate_Action&oldid=1234841356,340a0dbd9fe0
Climate and Environment,"Climate, Energy and Environment",Ministry of the Environment and Energy (Greece),"The Ministry of the Environment and Energy (Greek: Υπουργείο Περιβάλλοντος και Ενέργειας) is a government department of Greece responsible for environmental and energy policy. It was created on 7 October 2009 as the Ministry of the Environment, Energy and Climate Change to succeed the Ministry for the Environment, Physical Planning and Public Works. The incumbent minister is Theodoros Skylakakis of New Democracy.

List of ministers
Environment, energy and climate change (2009–2015)
Productive reconstruction, the environment and energy (2015)
Environment and energy (since September 2015)
External links
Official website  (in Greek)",90,1292561475,https://en.wikipedia.org/w/index.php?title=Ministry_of_the_Environment_and_Energy_%28Greece%29&oldid=1292561475,4aaa2fdcb497
Climate and Environment,"Climate, Energy and Environment","Ministry of Climate Change, Environment and Energy","The Ministry of Climate Change, Environment and Energy (Dhivehi: މޫސުމީ ބަދަލުތަކާއި ތިމާވެށްޓާއި ހަކަތައާ ބެހޭ ވުޒާރާ) was a Maldivian government ministry that is tasked with safeguarding and preserving the Maldives ecosystems and biodiversity as well as promoting sustainable energy resources.
It was headquartered in Dharubaaruge following the Maldives government buildings fire.
In February 2025, the ministry was merged into the Ministry of Tourism and formed the Ministry of Tourism and Environment.

Ministers


== References ==",74,1279450695,https://en.wikipedia.org/w/index.php?title=Ministry_of_Climate_Change%2C_Environment_and_Energy&oldid=1279450695,1960b221ee30
Climate and Environment,Energy,Free energy,"Free energy may refer to:

Science
Free energy perturbation, a method based on statistical mechanics used in computational chemistry
Free energy principle, a variational formulation of self-organisation in biological systems, applied in particular to neuroscience
Free-energy relationship, a relationship in physical organic chemistry
Principle of minimum energy, a thermodynamic formulation based on the second law
Thermodynamic free energy, the energy in a physical system that can be converted to do work, including:
Gibbs free energy
Landau free energy (also known as grand potential)
Helmholtz free energy
Variational free energy, a construct from information theory that is used in variational Bayesian methods

Pseudoscience
Free energy device, a hypothetical perpetual motion device that is supposedly capable of drawing energy from a hidden free energy field, which is unknown in science
Free energy suppression conspiracy theory, in which advanced energy technologies are suppressed by governments or special interest groups
History of perpetual motion machines, history of devices supposedly capable of drawing unlimited energy

Other uses
In economics, energy from sources that do not require an input which has to be paid for (usually a sub-set of renewable energy)
Free Energy (band), a 5-piece rock band on DFA Records",195,1281923501,https://en.wikipedia.org/w/index.php?title=Free_energy&oldid=1281923501,af25217aba05
Climate and Environment,Energy,Energy efficiency,"Energy efficiency may refer to:

Energy efficiency (physics), the ratio between the useful output and input of an energy conversion process
Electrical efficiency, useful power output per electrical power consumed
Mechanical efficiency, a ratio of the measured performance to the performance of an ideal machine
Thermal efficiency, the extent to which the energy added by heat is converted to net work output or vice versa
Luminous efficiency, a measure of how well a light source produces visible light
Fuel efficiency, the efficiency of converting potential energy in a fuel into kinetic energy
Energy efficiency in transportation, the fuel economy of various modes of transportation
Energy-efficient landscaping, a type of landscaping designed for the purpose of conserving energy
Efficient energy use, minimizing the amount of energy used for a given, constant energy service
Energy conservation, reducing energy consumption by using less of an energy service

See also
Energy (disambiguation)
Efficiency (disambiguation)
Energy rating (disambiguation)
All pages with titles containing Energy efficiency
All pages with titles containing Energy efficient",167,1224753849,https://en.wikipedia.org/w/index.php?title=Energy_efficiency&oldid=1224753849,8e0a2acd54bb
Climate and Environment,Environment and Climate,"Minister for Climate, Energy and the Environment","The Minister for Climate, Energy and the Environment (Irish: An tAire Aeráide, Fuinnimh agus Comhshaoil) is a senior minister in the Government of Ireland and leads the Department of Climate, Energy and the Environment.
The Minister for Climate, Energy and the Environment since January 2025 is Darragh O'Brien, TD. He is also the Minister for Transport.
He is assisted by two Ministers of State:

Alan Dillon, TD – Minister of State for the circular economy.
Timmy Dooley, TD – Minister of State for the marine

List of office-holders
Notes

See also
Minister for Housing, Local Government and Heritage (responsible for the Environment until 2016)
Irish Land Commission

References
External links
Official website",112,1294399012,https://en.wikipedia.org/w/index.php?title=Minister_for_Climate%2C_Energy_and_the_Environment&oldid=1294399012,52c284fbbb39
Climate and Environment,Environment and Climate,Minister of Environment and Climate Change,"The minister of environment and climate change' '(French: ministre de l'environnement et du changement climatique) is a minister of the Crown in the Cabinet of Canada. The portfolio is responsible for the Environment and Climate Change Canada, as well as a number of other federal organizations including Parks Canada, and the Impact Assessment Agency of Canada.
Julie Dabrusin is the current minister of environment and climate change. She was appointed to the role on May 13, 2025.
The position was called the minister of the environment until 2015, when the position was given its current name upon the creation of Justin Trudeau’s cabinet, the 29th Canadian ministry.

List of ministers
Key:

Secretary of State (Nature)
See also
International list of ministers of the environment


== Notes ==",127,1291274282,https://en.wikipedia.org/w/index.php?title=Minister_of_Environment_and_Climate_Change&oldid=1291274282,ec381ae910fa
Climate and Environment,Environment and Climate,Ministry of Environment and Climate Change (Maharashtra),"The Ministry of Environment is a ministry of the Government of Maharashtra. The ministry is responsible for promoting environmental  issues in Maharashtra.
The Ministry is headed by a cabinet level minister. Pankaja Munde is current Minister of Environment and Climate Change.

Head office
Cabinet Ministers
Ministers of State
History
Ministry of Environment was renamed as Ministry of Environment and Climate Change in 2020.

Maharashtra Pollution Control Board
Maharashtra Pollution Control Board (MPCB) is execution wing of the ministry.
MPCB is responsible for implementation of -

Water (Prevention and Control of Pollution) Act, 1974
Air (Prevention and Control of Pollution) Act, 1981
Water (Cess) Act, 1977
Few provisions under Environmental (Protection) Act, 1986
Biomedical Waste (M&H) Rules, 1998,
Hazardous Waste (M&H) Rules, 2000,
Municipal Solid Waste Rules, 2000 etc.
MPCB is an ISO 9000 and ISO 27001 certified organization.

Composition of the MPCB
As per provisions of section 4 of the Water (P&CP) Act, 1974 and section 5 of Air (P&CP) Act, 1981), board consists of:

Chairman,
Member Secretary
Official and Non-Official Members

References
External links
Official website",177,1273563996,https://en.wikipedia.org/w/index.php?title=Ministry_of_Environment_and_Climate_Change_%28Maharashtra%29&oldid=1273563996,16bed7a3a678
Media and News,"Audio, Radio and Podcasts",The Battersea Poltergeist,"The Battersea Poltergeist is a horror podcast and audio drama produced by Bafflegab Productions and presented by Danny Robins. The podcast was broadcast on BBC Sounds and BBC Radio 4. The show was nominated for a British Podcast Award, Audio and Radio Industry Award, and a New York Festivals Radio Award.

Background
The podcast was produced by Bafflegab Productions and presented by Danny Robins. The podcast is a documentary of a true story with dramatized reenactment.

Reception
Nicholas Quah wrote in Vulture that ""It's nothing transcendental, but boy is it a good time.""

Awards
Adaptation
In May 2021, the podcast was set to be adapted into a scripted and unscripted series. The adaptation was created by Maniac Productions and Blumhouse Productions and distributed by Peacock. The scripted series is titled The Battersea Poltergeist and the unscripted series is called Blumhouse's Ghost Story. The companies also secured the rights to the book called The Poltergeist Prince of London: The Remarkable True Story of the Battersea Poltergeist.

References
External links
Official website",170,1275199349,https://en.wikipedia.org/w/index.php?title=The_Battersea_Poltergeist&oldid=1275199349,25fd2869b82c
Media and News,Journalists,List of journalists killed in the Gaza war,"This is a list of journalists killed in the Gaza war.

Journalists killed
Palestine
Lebanon
Israel
Syria
Journalists injured
See also
Attacks on journalists during the Israel–Hezbollah conflict (2023–present)
Casualties of the Gaza war
History of Palestinian journalism
List of journalists killed during the Israeli–Palestinian conflict
Media coverage of the Gaza war
Outline of the Gaza war


== References ==",60,1294175814,https://en.wikipedia.org/w/index.php?title=List_of_journalists_killed_in_the_Gaza_war&oldid=1294175814,bb827f96e056
Media and News,Media and Society,New Media & Society,"New Media & Society is a peer-reviewed academic journal covering the fields of sociology, media, and communication. The journal's editor-in-chief is Steve Jones (University of Illinois at Chicago). It has been in publication since 1999 and is published by SAGE Publishing.

Abstracting and indexing
The journal is abstracted and indexed in Scopus and the Social Sciences Citation Index. According to the Journal Citation Reports, its 2022 impact factor is 5, ranking it 13 out of 96 journals in the category ""Communication"".

References
External links
Official website",86,1234470667,https://en.wikipedia.org/w/index.php?title=New_Media_%26_Society&oldid=1234470667,dd81f9473d9f
Media and News,Media and Society,Society for Cinema and Media Studies,"The Society for Cinema and Media Studies (formerly the Society for Cinema Studies) is an organization of professors and scholars. Its home office is at the University of Oklahoma, but it has members throughout the world.
SCMS holds an annual conference and publishes the Journal of Cinema and Media Studies (formerly Cinema Journal), a periodical featuring articles on media from a critical (i.e., not empirical) perspective. This includes, but is not limited to, film studies, television studies, media studies, visual arts, cultural studies, film and media history, and moving image studies.
Its stated goals are:

The Society for Cinema and Media Studies is the leading scholarly organization in the United States dedicated to promoting a broad understanding of film, television, and related media through research and teaching grounded in the contemporary humanities tradition.
Along with the University Film and Video Association, it is one of the principal academic organizations for studying media.

History
SCMS was founded in 1959 as the Society of Cinematologists. It became the Society for Cinema Studies in 1969.
It added ""media"" to its name in 2002 to account for the work of its members outside of the film studies discipline.

Conference locations
References
External links
Official website",201,1294353803,https://en.wikipedia.org/w/index.php?title=Society_for_Cinema_and_Media_Studies&oldid=1294353803,42ff8686439e
Media and News,Media and Society,"Sexualization, Media, and Society","Sexualization, Media, and Society (SMS) is a peer-reviewed, interdisciplinary open-access academic journal, published by SAGE, to provide a resource for diverse scholars and activists interested in critically examining the phenomenon of sexualized media as it affects individuals, relationships, communities, and societies.
The journal was founded in 2015 by co-editors Ana Bridges (University of Arkansas), Deirdre M. Condit (Virginia Commonwealth University), Gail Dines (Wheelock College), Jennifer A. Johnson (Virginia Commonwealth University), and Carolyn West (University of Washington Tacoma).

References
External links
Official website",82,1191283193,https://en.wikipedia.org/w/index.php?title=Sexualization%2C_Media%2C_and_Society&oldid=1191283193,bb081ee546ee
Media and News,Media and Society,"Media, Culture & Society","Media, Culture & Society is a peer-reviewed academic journal that covers media studies. The  editors-in-chief are Raymond Boyle, (University of Glasgow), John Corner (University of Leeds), Anna Reading (King's College London), Paddy Scannell (University of Michigan), Philip Schlesinger (University of Glasgow), and Colin Sparks (Hong Kong Baptist University). It was established in 1979 and is published by SAGE Publications.

Abstracting and indexing
The journal is abstracted and indexed in Scopus and the Social Sciences Citation Index. According to the Journal Citation Reports, its 2023 impact factor is 2.3.

References
External links
Official website",93,1256711812,https://en.wikipedia.org/w/index.php?title=Media%2C_Culture_%26_Society&oldid=1256711812,ae6a25bf90a9
Media and News,Media and Society,Media Technology and Society,"Media Technology and Society: A History from the Telegraph to the Internet is a 1998 book by Brian Winston. The book's central thesis is that technology, rather than developing in relatively discontinuous revolutions, evolves as part of a larger evolutionary pattern. It was named 'Best Book of 1998' by the American Association for History and Computing.

Content
The book contains examples of ways in which technology, human behaviour and society are interconnected.  Through historical accounts, Winston demonstrates how technology reinforces social trends, and how social conditions lead to specific inventions.  It was written for the general public.

References
External links
WorldCat report",102,1292135675,https://en.wikipedia.org/w/index.php?title=Media_Technology_and_Society&oldid=1292135675,45c1f3d52533
Media and News,Media and Society,Arab Media & Society,"Arab Media & Society is an open access peer-reviewed academic journal covering studies on communication. The editor-in-chief is  Hussein Amin (American University in Cairo) and it is published by the Adham Center for Television and Digital Journalism in the School of Global Affairs and Public Policy at the American University in Cairo. The journal was established in 1998. Abdallah Schleifer is an editor-at-large.

References
External links
Official website
Archive",69,1280072725,https://en.wikipedia.org/w/index.php?title=Arab_Media_%26_Society&oldid=1280072725,fcb7e232d9f5
Media and News,Local News,NewsLocal,"NewsLocal is a subsidiary of News Corp Australia that operates its community newspapers in New South Wales.  It used to be Cumberland-Courier Community Newspapers.
In April 2020, Newscorp announced they would suspend print publication of a number of local and regional newspapers due to the impact of the coronavirus pandemic in Australia.
Current newspapers are:

Blacktown Advocate
Canterbury-Bankstown Express
Central (newspaper)
Express Advocate Gosford Edition
Express Advocate Wyong Edition
Fairfield Advance
Hills Shire Times
Hornsby & Upper North Shore Advocate
Inner West Courier
Liverpool Leader
Macarthur Chronicle Camden Edition
Macarthur Chronicle Campbelltown Edition
Macarthur Chronicle Wollondilly Edition
Manly Daily
Mosman Daily
Mt Druitt Standard
North Shore Times
Northern District Times
Northside (newspaper)
Parramatta Advertiser
Penrith Press
Southern Courier (Australian newspaper)
Village Voice - Balmain
Wentworth Courier
Defunct newspapers include:

Lake Macquarie News

References
External links
Official website
http://www.newsspace.com.au/communitynews/newslocal",138,1285657607,https://en.wikipedia.org/w/index.php?title=NewsLocal&oldid=1285657607,fdb415f1bc24
Media and News,Media Industry,Content industry,"The content industry is an umbrella term that encompasses companies owning and providing mass media and media metadata. This can include music, TV shows, movies, text publications of any kind, ownership of standards, geographic data, and metadata about all and any of the above.
In the Information Age, the content industry comprises an enormous market.

See also
Information industry
Information technology


== References ==",64,1231438119,https://en.wikipedia.org/w/index.php?title=Content_industry&oldid=1231438119,b0f622170e21
Media and News,Media Polarization,Polarization spectroscopy,"Polarization spectroscopy comprises a set of spectroscopic techniques based on polarization properties of light (not necessarily visible one; UV, X-ray, infrared, or in any other frequency range of the electromagnetic radiation). By analyzing the polarization properties of light, decisions can be made about the media that emitted the light (or the media the light passes/scatters through). Alternatively, a source of polarized light may be used to probe a media; in this case, the changes in the light polarization (compared to the incidental light) allow inferences about the media's properties.
In general, any kind of anisotropy in the media results in some sort of change in polarization. Such an anisotropy can be either inherent to the media (e.g., in the case of a crystal substance), or imposed externally (e.g., in the presence of magnetic field in plasma or by another laser beam).

See also
Faraday effect
Plasma diagnostics
Stark effect
Zeeman effect


== References ==",154,1098228804,https://en.wikipedia.org/w/index.php?title=Polarization_spectroscopy&oldid=1098228804,f8f82976383a
Media and News,News Knowledge,Terry Meiners,"Terry Allen Meiners (born January 22, 1957) is an American radio and television personality on WHAS (AM) and WHAS-TV in Louisville, Kentucky. On radio, The Terry Meiners Show has aired weekday afternoons since 1985.
Meiners is known for broadcasting impersonations of prominent local citizens, and his satirical interviews of eclectic news figures, comedians, film and television stars, and politicians.
Meiners co-hosted Great Day Live (news, knowledge, and nonsense) for 8 years with news anchor Rachel Platt weekday mornings on WHAS-TV. 
Pat Forde, a veteran sportswriter and Louisville resident now with Sports Illustrated, has called Meiners ""a skilled smart aleck, a local legend who is able to skewer almost everyone without making too many enemies.""
Academy Award winner Jennifer Lawrence calls Meiners her ""first celebrity friend"" and claims that ""Terry Meiners still makes me starstruck.""


== References ==",137,1222250241,https://en.wikipedia.org/w/index.php?title=Terry_Meiners&oldid=1222250241,a7de875f5505
Media and News,News Platforms and Sources,Source News,"Source News was an online journalism platform, based in Scotland, that succeeded the CommonSpace news website in February 2020. CommonSpace was launched in 2015 and was editorially independent of its owner Common Weal.

History
The CommonSpace news service was announced by the Common Weal think tank in September 2014, following the conclusion of the referendum on Scottish independence.
The website launched in January 2015, though their launch party was held in June at the Glasgow School of Art.
It began with five editorial staff, led by Angela Haggerty. By late 2015 they were attracting 100,000 – 150,000 unique users a month, although they had 200,000 in the month of the UK Parliament election.
In February 2018, Haggerty announced her departure as editor of CommonSpace after her appointment as news editor of the Sunday Herald. Six months later however, the Sunday Herald announced it was to close.
Ben Wray replaced Haggerty in April 2018, announcing his appointment alongside a series of planned changes in an editorial.
In February 2020, CommonSpace underwent a site redesign, rebranding as Source under the editorship of Sean Bell.
Source ceased publication in June 2021.

References
External links
Official website",193,1273007327,https://en.wikipedia.org/w/index.php?title=Source_News&oldid=1273007327,4b123561aedd
Media and News,Newspapers,Lists of newspapers,"Below are lists of newspapers organized by continent.

Africa
Asia
Europe
North America
Oceania
South America
See also
 Journalism portal
Newspaper of record",23,1261082676,https://en.wikipedia.org/w/index.php?title=Lists_of_newspapers&oldid=1261082676,3ab2a0021a4d
Media and News,Presidents and Press,List of presidents of FIFA,"The following is a list of presidents of the Fédération Internationale de Football Association (FIFA), the world association football governing body.
Presidents Daniel Burley Woolfall, Rodolphe Seeldrayers, and Arthur Drewry died during their term in office.
The current president is Swiss-Italian Gianni Infantino, elected on 26 February 2016 during an extraordinary session of the FIFA Congress. Prior to his election, Cameroonian Issa Hayatou was acting president after the impeachment of Sepp Blatter on 8 October 2015, who was given an eight-year ban from all football-related activities on 21 December 2015 (reduced to six years on 24 February 2016), which was renewed for six years on 24 March 2021.

Presidents of FIFA
Notes

Timeline
See also
List of association football competitions
List of presidents of AFC
List of presidents of CAF
List of presidents of CONCACAF
List of presidents of CONMEBOL
List of presidents of OFC
List of presidents of UEFA

References
External links
""Past Presidents"". fifa.com. Retrieved 11 November 2022.",160,1283911465,https://en.wikipedia.org/w/index.php?title=List_of_presidents_of_FIFA&oldid=1283911465,0cbf417a62c5
Media and News,Politics and Media,Alternative media (U.S. political left),"This is a list of alternative media supporting the views of the American political left. It covers alternative media sources including talk radio programs, TV shows, podcasts, investigative journalism, documentaries, blogs and other alternative media sources.

Alternative news services
Alternative television networks
Alternative television programs
Alternative radio and online programs and podcasts
Alternative publications
See also


== References ==",59,1286327501,https://en.wikipedia.org/w/index.php?title=Alternative_media_%28U.S._political_left%29&oldid=1286327501,35064b35b036
Media and News,Television,2025 in television,"2025 in television may refer to

2025 in American television for television-related events in the United States.
2025 in Australian television for television-related events in Australia.
2025 in British television for television-related events in the United Kingdom.
2025 in Scottish television for television-related events in Scotland.
2025 in Canadian television for television-related events in Canada.
2025 in Croatian television for television-related events in Croatia.
2025 in Dutch television for television-related events in the Netherlands.
2025 in Japanese television for television-related events in Japan.
2025 in Philippine television for television-related events in the Philippines.
2025 in South Korean television for television-related events in South Korea.
2025 in Spanish television for television-related events in Spain.
2025 in Tamil television for television-related events in the Tamil language.",124,1276746317,https://en.wikipedia.org/w/index.php?title=2025_in_television&oldid=1276746317,8b434a3dc08f
Media and News,Social Media and the News,Timeline of social media,"This page is a timeline of social media. Major launches, milestones, and other major events are included.

Overview
Timeline
An asterisk (*) indicates relaunches.

See also
Timeline of Facebook
Timeline of Instagram
Timeline of LinkedIn
Timeline of Pinterest
Timeline of Snapchat
Timeline of Twitter
Timeline of YouTube


== References ==",50,1294510330,https://en.wikipedia.org/w/index.php?title=Timeline_of_social_media&oldid=1294510330,78ab3c1a6016
Media and News,Trust in Media,Media Trust,"Media Trust is a privately held Nigerian newspaper publishing company based in Abuja that publishes the English-language Daily Trust, Weekly Trust, Sunday Trust and the Hausa-language Aminiya newspapers, as well as a new pan-African magazine, Kilimanjaro. It is one of the leading media companies in Nigeria.

History
The Weekly Trust was established in March 1998 and the Daily Trust was launched in January 2001. The two papers are the largest circulating newspapers in Northern Nigeria.
The group of newspapers ranks among the top seven in Nigeria in advertising revenue.

Content
The newspapers have online editions and content from the newspapers is republished by AllAfrica and Gamji.

Personnel
The chairman of the board and chief executive officer is Kabiru Abdullahi Yusuf. He was a Senior Lecturer of the Department of Political Science, Usman Dan Fodio University, Sokoto, and has worked as a columnist and commentator for companies that include the Daily Triumph, Citizen Magazine, Newswatch and BBC Africa Service.
Jaafar Jaafar the Editor in Chief of Daily Nigerian was one of their staff between 2007 and 2011.

References
External links
Official Website",181,1280419435,https://en.wikipedia.org/w/index.php?title=Media_Trust&oldid=1280419435,3b2b012caba0
Media and News,Freedom of the Press,Press freedom predator,"Press freedom predator is an anti-award distributed every few years by Reporters Without Borders. It is attributed to heads of state or groups who are deemed to have a negative effect on press freedom.
Recipients often vehemently deny that they deserve their place on the list. In 2020, Reporters Without Borders also released a list of 20 press freedom's digital predators.

2021
In July 2021, the list of press freedom predators published by Reporters Without Borders includes:

2016
In October 2016, the list of press freedom predators published by Reporters Without Borders includes:

2013
In May 2013, the list of press freedom predators published by Reporters Without Borders includes:

Africa
Americas
Asia
Europe
2009–2011
The list of press freedom predators published by Reporters Without Borders from 2009 to 2011 includes:

2001
In November 2001, the list of press freedom predators published by Reporters Without Borders includes:

Digital press freedom predators
In March 2020, as part of the World Day Against Cyber-Censorship, the Reporters Without Borders published a list of digital press freedom predators. The list includes:

Harassment
State censorship
Disinformation
Spying Surveillance


== References ==",185,1290780520,https://en.wikipedia.org/w/index.php?title=Press_freedom_predator&oldid=1290780520,b86f510f49c8
Workplace,Business and Workplace,Minister for Small Business (Australia),"The Minister for Small Business is an Australian Government cabinet position which is currently held by Anne Aly following 
the swearing-in ceremony on 13 May 2025 as a result of Anthony Albanese's Labor government being re-elected at the 2025 Australian federal election.
In the Government of Australia, the minister administers their portfolio through the Department of the Treasury.

List of ministers
The following individuals have been appointed as Minister for Small Business, or any precedent titles:

Former ministerial titles
List of ministers for deregulation
References
External links
Official website",89,1290583161,https://en.wikipedia.org/w/index.php?title=Minister_for_Small_Business_%28Australia%29&oldid=1290583161,be5d8a4a4a1b
Workplace,Occupational Groups,Functional constituency,"A functional constituency is an electoral device (a non-geographical constituency) used within the political systems of two Special Administrative Regions of the People's Republic of China:

Functional constituency in Hong Kong
Indirectly elected member in Macau
The 1948 election to the Legislative Yuan of the Republic of China used a mixed electoral system, including some members elected by occupational groups, as specified by the 1947 constitution. Soon after, the Communist Revolution impelled the governing Kuomintang to suspend the constitution and retreat to Taiwan. The 1991 reforms which reintroduced democracy to Taiwan removed occupational constituencies from the Legislative Yuan.

See also
Vocational panel in the Irish senate


== References ==",109,1212642914,https://en.wikipedia.org/w/index.php?title=Functional_constituency&oldid=1212642914,f246dd8c8766
Workplace,Occupational Groups,Occupational apartheid,"Occupational apartheid is the concept in occupational therapy that different individuals, groups and communities can be deprived of meaningful and purposeful activity through segregation due to social, political, economical factors and for social status reasons. 
Occupational apartheid may occur due to race, disability, age, gender, sexuality, religious preference, political preference, and creed. A war environment can also contribute to occupational apartheid in which the constraints of war prevent the people living in the midst of combat from accessing past occupations. Occupational therapists recognize that many people facing occupational apartheid do not have the opportunity to freely choose their occupations, and thus are disadvantaged. The health and wellbeing of these individuals, groups and communities is compromised through the deprivation of meaningful and purposeful activities. 
In the light of day to day existence, every individual should be of equal status, no matter what their economic, political, health or social status. Occupational apartheid explains the reality that some people may be occupationally more equal than others.

Groups that may experience occupational apartheid
Homeless adults
Lesbian, gay, bisexual and transgender people
Refugee and asylum seekers
Individuals with disabilities
Religious groups
Street children
Survivors of domestic violence
Women
Incarcerated people
Indigenous People
Racial Minorities
The working poor
Freeters

See also
Occupational injustice


== References ==",210,1149580634,https://en.wikipedia.org/w/index.php?title=Occupational_apartheid&oldid=1149580634,23252b130b96
Politics and Government,Political and Civic Engagement,Reyna Walters-Morgan,"Reyna Walters-Morgan is an American attorney and Democratic political activist, currently serving as the Vice Chair for Civic Engagement and Voter Participation for the Democratic National Committee. She has previously served as the Director of Civic Engagement and Voter Protection for the Democratic National Committee. Previously, she was a regional voter protection director for Hillary Clinton's 2016 presidential campaign and an attorney at her law firm, Walters-Morgan Law PLLC.
On December 27, 2024, Walters-Morgan announced her intention to run for election to the Vice Chair of Civic Engagement and Voter Participation role of the Democratic National Committee. On Saturday, February 1, 2025, Walters-Morgan was elected on the third ballot with 210 out of 409 total votes at the DNC's Winter Meeting in National Harbor, Maryland.

Early life and education
Walters-Morgan was born in Brooklyn and raised in North Carolina. She received her B.A. from UNC-Chapel Hill, and her Juris Doctor degree from Howard University School of Law. She is a member of Alpha Kappa Alpha Sorority, Inc.


== References ==",170,1294216140,https://en.wikipedia.org/w/index.php?title=Reyna_Walters-Morgan&oldid=1294216140,7ad5b9d4fea0
Politics and Government,Political and Civic Engagement,R. H. Isabelle,"Robert H. Isabelle was an influential figure in 19th-century Louisiana, known for his roles as a state legislator, a military officer in the United States Colored Infantry (USCI), and a pension agent in New Orleans. His contributions spanned various fields including education and military service.

Military career
Isabelle served in the USCI, a branch of the Union Army composed of African-American soldiers during the American Civil War. His military service exemplified the significant role played by African Americans in the war effort.

Political and civic engagement
Following his military service, Isabelle ventured into politics, serving as a state legislator in Louisiana. His tenure in politics was marked by advocacy and representation, especially in the post-Civil War era.
In addition to his legislative role, Isabelle was nominated and served as a pension agent in New Orleans. This position involved overseeing the distribution of pensions, particularly to war veterans, a vital role in the reconstruction era.

Contribution to education
Isabelle also made significant contributions to the field of education in Louisiana. He served as the treasurer of the Third Ward School Board, highlighting his commitment to improving educational infrastructure and opportunities in the region.


== References ==",195,1266002333,https://en.wikipedia.org/w/index.php?title=R._H._Isabelle&oldid=1266002333,a5f56226ec27
Politics and Government,Political and Civic Engagement,Felista Njau,"Felista Deogratius Njau (born in Kilimanjaro Region) is a Tanzanian politician and a member of the CHADEMA political party.Felista Deogratius Njau has demonstrated significant dedication to leadership, diplomacy, and national security through her participation in various high-level training programs. She successfully completed the Eleventh Capstone Course at the National Defence College - Tanzania in August 2021, highlighting her commitment to security and strategic defense studies. Additionally, she attended an Executive Diplomatic Training Programme for Members of the Parliamentary Standing Committee on Foreign Affairs, Defence, and Security at the Julius Nyerere International Convention Centre in September 2021, showcasing her expertise in international relations and governance. Her leadership skills were further recognized in 2017 when she received the CHADEMA Leadership Award from the Danish Institute for Parties and Democracy (DIPD), reflecting her active involvement in political and civic engagement.

She was elected as a member of the Special Seats as women representative and serves as member of parliament since 2020.


== References ==",161,1281102722,https://en.wikipedia.org/w/index.php?title=Felista_Njau&oldid=1281102722,2805abf826d7
Politics and Government,Politics and Policy,Politics and Policy,"Politics and Policy is a peer-reviewed academic journal published six times a year by Wiley-Blackwell on behalf of the Policy Studies Organization, the Universidad Iberoamericana, Mexico City, the Alabama Political Science Association, the British Columbia Political Studies Association, the Georgia Political Science Association, the Great Plains Political Science Association, the Louisiana Political Science Association, the Mississippi Political Science Association, the New York State Political Science Association, the North Carolina Political Science Association, the Ohio Association of Economists and Political Scientists, and The Roosevelt Institution.  The journal was established in 1973 and the current editors-in-chief are Emma R. Norman (University of the Americas Puebla) and David Mena (Universidad Iberoamericana).  The journal publishes articles on public policy, political science, political history, political sociology, public administration, and international relations.

References
External links
Official website",131,1152385160,https://en.wikipedia.org/w/index.php?title=Politics_and_Policy&oldid=1152385160,d03c1c260b9c
